record,n_epoch,movement_found,onset_time,peak_time,peak_amp,peak_prominence,peak_area,peak_times,peak_onsets,peak_amps,peak_areas,threshold,noise_median,noise_sigma,fraction_max,n_peaks
08_06TG_tms_58MSO_real.hdf,40,True,127.1567891972993,133.75843960990255,5.386438036720794e-09,5.389483971442317e-09,1.7333160130937693e-08,"[133.75843960990255, 160.56514128532137, 252.7881970492623, 265.1912978244561, 276.3940985246312, 288.39709927481874]","[127.1567891972993, 157.76444111027763, 249.98749687421855, 262.99074768692174, 262.99074768692174, 285.596399099775]","[5.386438036720794e-09, 3.857677912256856e-09, 3.11151582527374e-10, 4.4442751534586027e-10, 6.020724817577026e-10, 2.9748897378636617e-09]","[1.7333160130937693e-08, 1.2329419338227166e-08, 6.038885888354608e-10, 1.905353015998174e-09, 2.600442616465263e-09, 1.1935250317023441e-08]",1.0953965975210321e-10,6.414567011232698e-12,6.8750061827247005e-12,0.8536585365853658,6
09_06TG_tms_43MSO_real.hdf,1,True,79.74493623405851,90.9477369342336,1.6240578079607254e-08,1.623985905228678e-08,9.681412103310258e-08,"[90.9477369342336, 103.95098774693679, 119.75493873468372, 135.35883970992757]","[79.74493623405851, 79.74493623405851, 117.95448862215562, 131.55788947236817]","[1.6240578079607254e-08, 2.5319472875637354e-09, 1.8544382713623665e-10, 3.58261262003742e-09]","[9.681412103310258e-08, 1.9803302772777452e-08, 1.6478583896751192e-09, 1.27246207720186e-08]",1.1320584462128289e-10,5.795863194475902e-12,7.1606654284537996e-12,1.0,4
09_06TG_tms_43MSO_real.hdf,2,False,,,,,,[],[],[],[],1.032278921363411e-10,5.7233504959385845e-12,6.5003027760268345e-12,0.0,0
09_06TG_tms_43MSO_real.hdf,3,True,75.14378594648667,78.94473618404606,3.603244288299742e-09,3.6015458228003805e-09,1.2327726161669895e-08,"[78.94473618404606, 94.5486371592898, 188.9722430607652]","[75.14378594648667, 91.74793698424605, 187.97199299824956]","[3.603244288299742e-09, 2.9742241648785726e-10, 1.9756855355649367e-10]","[1.2327726161669895e-08, 9.82894061944183e-10, 1.8976425363227263e-10]",1.0769598139171303e-10,6.13000390230259e-12,6.771065165960696e-12,1.0,3
09_06TG_tms_43MSO_real.hdf,4,True,93.14828707176798,98.1495373843461,2.1082094176120487e-09,2.107496053742123e-09,9.400022513730213e-09,"[98.1495373843461, 111.55288822205557, 190.7726931732933, 215.17879469867466, 227.1817954488622, 252.18804701175293]","[93.14828707176798, 106.35158789697425, 188.57214303575893, 214.97874468617158, 217.9794948737184, 250.9877469367342]","[2.1082094176120487e-09, 5.205992746130572e-10, 7.052752496384333e-10, 1.150005227540081e-10, 7.143512228295332e-10, 2.03805878151773e-10]","[9.400022513730213e-09, 1.917310660468433e-09, 1.7054528922169065e-09, 1.4113345502180753e-09, 3.511767650281809e-09, 1.8973970729810943e-10]",1.1252785378957453e-10,6.055991385033536e-12,7.098124160302734e-12,0.9512195121951219,6
09_06TG_tms_43MSO_real.hdf,5,True,75.14378594648667,76.14403600900232,3.172406186553359e-09,3.171137640917782e-09,9.907522918856702e-09,"[76.14403600900232, 86.54663665916485, 97.94948737184302, 114.95373843460868, 234.5836459114779, 251.98799699924984]","[75.14378594648667, 83.7459364841211, 83.7459364841211, 112.15303825956494, 232.5831457864466, 250.38759689922483]","[3.172406186553359e-09, 8.057368188448261e-10, 2.682383716033722e-09, 1.2020860772393654e-09, 6.382185127545472e-10, 1.7730663298083456e-10]","[9.907522918856702e-09, 3.912094621004297e-09, 9.627722762945076e-09, 4.548776262044374e-09, 1.5461983915348164e-09, 9.3844719558299e-10]",1.1350064375885693e-10,6.020744518297328e-12,7.1653266160373064e-12,0.8536585365853658,6
09_06TG_tms_43MSO_real.hdf,6,False,,,,,,[],[],[],[],1.3809121920273587e-10,7.596890520044428e-12,8.69962191217943e-12,0.0,0
09_06TG_tms_43MSO_real.hdf,7,True,-16.079019754938713,-11.277819454863675,2.1938435718062844e-09,2.1932407479064377e-09,1.5658722538059004e-08,"[-58.28957239309824, -28.482120530132534, -11.277819454863675]","[-61.09027256814204, -34.88372093023253, -16.079019754938713]","[5.855408452445024e-10, 1.0910016953305096e-09, 2.1938435718062844e-09]","[1.4326490332802648e-09, 5.8100574013637815e-09, 1.5658722538059004e-08]",1.5020726391224432e-10,8.464722732836865e-12,9.44950274529383e-12,1.0,3
09_06TG_tms_43MSO_real.hdf,8,False,,,,,,[],[],[],[],1.2190296104540114e-10,8.112211074436772e-12,7.586049998064292e-12,0.0,0
09_06TG_tms_43MSO_real.hdf,9,True,80.34508627156788,85.14628657164292,1.8508659532776945e-09,1.851190362003175e-09,5.5976154761723575e-09,"[85.14628657164292, 96.54913728432109, 107.75193798449618]","[80.34508627156788, 95.14878719679928, 105.5513878469618]","[1.8508659532776945e-09, 4.1177717336808425e-10, 3.426154846420726e-10]","[5.5976154761723575e-09, 7.713706818131068e-10, 7.849675165450216e-10]",1.2111278740291052e-10,7.898801220028472e-12,7.547599078858804e-12,0.9024390243902439,3
09_06TG_tms_43MSO_real.hdf,10,False,,,,,,[],[],[],[],1.2122880434278759e-10,7.58707696062077e-12,7.576115158811121e-12,0.0,0
09_06TG_tms_43MSO_real.hdf,11,True,93.94848712178043,100.55013753438357,2.4021297080694932e-09,2.4047311899618247e-09,7.511908448598595e-09,"[-15.878969742435572, 100.55013753438357, 121.55538884721182]","[-17.07926981745436, 93.94848712178043, 119.15478869717435]","[2.58719816415448e-10, 2.4021297080694932e-09, 9.826464674908472e-10]","[2.4523325388705833e-10, 7.511908448598595e-09, 2.4498067111080104e-09]",1.2469939639165886e-10,7.998430570916761e-12,7.780064388049474e-12,0.8536585365853658,3
09_06TG_tms_43MSO_real.hdf,12,True,97.94948737184302,103.75093773443359,1.3451212455255838e-09,1.3466465017769951e-09,5.324679291878547e-09,"[103.75093773443359, 114.35358839709932]","[97.94948737184302, 112.15303825956494]","[1.3451212455255838e-09, 4.87590782288846e-10]","[5.324679291878547e-09, 1.092341801533846e-09]",1.1387479803991846e-10,6.758319078078578e-12,7.141098597455992e-12,0.9024390243902439,2
09_06TG_tms_43MSO_real.hdf,13,False,,,,,,[],[],[],[],1.1843438259972402e-10,8.274786707073376e-12,7.343973059510044e-12,0.0,0
09_06TG_tms_43MSO_real.hdf,14,True,89.34733683420859,98.94973743435867,1.51510411383158e-09,1.5127451110250336e-09,6.077502555316273e-09,"[98.94973743435867, 109.75243810952736, 166.76669167291823]","[89.34733683420859, 107.95198799699926, 164.36609152288077]","[1.51510411383158e-09, 2.5763112855832323e-10, 4.730174329246758e-10]","[6.077502555316273e-09, 3.0055626248342174e-10, 9.513441420385167e-10]",1.2150799897885493e-10,7.619149271378632e-12,7.59258998049842e-12,0.8536585365853658,3
09_06TG_tms_43MSO_real.hdf,15,True,83.14578644661162,85.5463865966492,8.491842331369967e-10,8.473860199215768e-10,2.157324426011088e-09,"[85.5463865966492, 117.75443860965242, 213.17829457364348]","[83.14578644661162, 114.7536884221056, 211.37784446111527]","[8.491842331369967e-10, 4.110830247948208e-09, 2.4077120777363423e-10]","[2.157324426011088e-09, 1.3842937501368817e-08, 2.83279445806024e-10]",1.1847380898306712e-10,6.8764687572828586e-12,7.439822681718951e-12,0.9024390243902439,3
09_06TG_tms_43MSO_real.hdf,16,False,,,,,,[],[],[],[],1.169198706820529e-10,6.5863186954278894e-12,7.355570132441668e-12,0.0,0
09_06TG_tms_43MSO_real.hdf,17,True,84.14603650912727,87.14678669667421,2.16922544946837e-09,2.132590070747426e-09,7.729861091667117e-09,"[87.14678669667421, 106.35158789697425]","[84.14603650912727, 91.54788697174297]","[2.16922544946837e-09, 2.2925911811772353e-09]","[7.729861091667117e-09, 1.2475036373044241e-08]",1.2702081215351688e-10,7.40542415131454e-12,7.974359200146823e-12,1.0,2
09_06TG_tms_43MSO_real.hdf,18,True,94.34858714678671,97.34933733433365,8.759679450543464e-10,8.693440239791413e-10,2.6765724495580994e-09,"[97.34933733433365, 124.95623905976493, 136.15903975994001, 150.36259064766193, 161.56539134783702, 173.16829207301828]","[94.34858714678671, 122.75568892223055, 133.75843960990255, 148.96224056014012, 156.96424106026507, 168.76719179794952]","[8.759679450543464e-10, 6.32848880654477e-10, 4.2755957244857395e-10, 2.0611136881502632e-10, 7.864770541412987e-10, 9.697789459594864e-10]","[2.6765724495580994e-09, 2.457098422568305e-09, 2.095515477742863e-09, 2.7702134698386214e-10, 3.475204091421476e-09, 2.9116708695042323e-09]",1.3214074655396205e-10,8.048926943579686e-12,8.272787974025491e-12,1.0,6
09_06TG_tms_43MSO_real.hdf,19,True,89.94748687171796,98.74968742185547,6.437871036459099e-09,6.437393835669517e-09,2.8405065812686505e-08,"[98.74968742185547, 114.7536884221056]","[89.94748687171796, 106.95173793448362]","[6.437871036459099e-09, 1.0805559906561277e-08]","[2.8405065812686505e-08, 4.094829890196599e-08]",1.303909689948532e-10,7.382728540789537e-12,8.200549363604244e-12,1.0,2
09_06TG_tms_43MSO_real.hdf,20,True,75.14378594648667,85.5463865966492,7.550213728398647e-09,7.550057655035011e-09,3.287659663310743e-08,"[85.5463865966492, 106.75168792198053, 116.75418854713678]","[75.14378594648667, 104.15103775943987, 115.75393848462113]","[7.550213728398647e-09, 2.2209437646078842e-09, 2.1211748312556502e-10]","[3.287659663310743e-08, 7.102610455839912e-09, 7.736453174041595e-10]",1.3382380444496683e-10,7.56782214178838e-12,8.417065486878564e-12,1.0,3
09_06TG_tms_43MSO_real.hdf,21,False,,,,,,[],[],[],[],1.303889602190798e-10,7.36536704134894e-12,8.20157287851539e-12,0.0,0
09_06TG_tms_43MSO_real.hdf,22,True,82.14553638409609,85.74643660915228,3.770886901175145e-09,3.769321633681892e-09,1.168268566012417e-08,"[85.74643660915228, 101.55038759689921, 119.55488872218052]","[82.14553638409609, 98.1495373843461, 113.35333833458367]","[3.770886901175145e-09, 7.721357258403019e-10, 1.1474694350595014e-09]","[1.168268566012417e-08, 3.392034493814265e-09, 4.108882417133396e-09]",1.2085078059641127e-10,7.382027390878017e-12,7.56458354703555e-12,0.926829268292683,3
09_06TG_tms_43MSO_real.hdf,23,True,75.14378594648667,81.94548637159289,8.764994058165695e-09,8.763372282918752e-09,5.121817144522987e-08,"[81.94548637159289, 104.15103775943987]","[75.14378594648667, 101.35033758439613]","[8.764994058165695e-09, 2.8925868358505144e-09]","[5.121817144522987e-08, 1.0038887968599683e-08]",1.2128006233923165e-10,7.408109162580878e-12,7.591463545110052e-12,0.9512195121951219,2
09_06TG_tms_43MSO_real.hdf,24,True,75.14378594648667,77.94448612153042,1.879896464800785e-09,1.8773026949837784e-09,9.070693749126153e-09,"[77.94448612153042, 91.74793698424605, 111.55288822205557]","[75.14378594648667, 89.74743685921487, 102.35058764691178]","[1.879896464800785e-09, 7.907337224502038e-10, 5.387757137696785e-10]","[9.070693749126153e-09, 4.685183762111938e-09, 2.3888180327057385e-09]",1.320129679229502e-10,7.368915688846659e-12,8.309603482273568e-12,1.0,3
09_06TG_tms_43MSO_real.hdf,25,False,,,,,,[],[],[],[],1.3311161321748102e-10,8.861562799877548e-12,8.283336694506899e-12,0.0,0
09_06TG_tms_43MSO_real.hdf,26,True,84.74618654663664,89.1472868217055,1.879118310512302e-09,1.877850789181566e-09,8.084973595861585e-09,"[89.1472868217055, 110.15253813453364, 125.55638909727429, 178.56964241060268, 223.9809952488123, 235.58389597399355, 286.59664916229065]","[84.74618654663664, 107.95198799699926, 122.35558889722438, 176.3690922730683, 222.18054513628408, 234.18354588647162, 284.79619904976244]","[1.879118310512302e-09, 8.448539269225831e-10, 5.077420393110891e-10, 1.3251879035919197e-09, 5.126068536583997e-10, 2.456125095952772e-10, 4.463117905797463e-10]","[8.084973595861585e-09, 3.384433427041539e-09, 1.7884951072256973e-09, 4.0751844624319375e-09, 1.2863919643352277e-09, 3.6142669053832537e-10, 8.403589083700597e-10]",1.2471297586276555e-10,7.461356372923317e-12,7.81677463265615e-12,1.0,7
09_06TG_tms_43MSO_real.hdf,27,False,,,,,,[],[],[],[],1.211475850775436e-10,7.465654285409397e-12,7.57879538614228e-12,0.0,0
09_06TG_tms_43MSO_real.hdf,28,True,75.14378594648667,81.94548637159289,2.1404929127307997e-09,2.138299861364844e-09,1.0828909174271938e-08,"[81.94548637159289, 97.74943735933982, 108.95223805951491, 121.55538884721182]","[75.14378594648667, 90.14753688422104, 102.55063765941486, 120.95523880970245]","[2.1404929127307997e-09, 6.564194331087048e-10, 2.080357227150454e-09, 1.4696202718815527e-10]","[1.0828909174271938e-08, 4.643538667003425e-09, 8.7615214871618e-09, 2.511369924380555e-10]",1.1713011615288172e-10,7.329522920960648e-12,7.320039548794739e-12,1.0,4
09_06TG_tms_43MSO_real.hdf,29,True,88.34708677169294,94.748687171793,9.714575701354546e-10,9.065544739858717e-10,5.771852922629242e-09,"[94.748687171793, 108.15203800950235]","[88.34708677169294, 98.74968742185547]","[9.714575701354546e-10, 3.3312961569433295e-09]","[5.771852922629242e-09, 1.7816407322393676e-08]",1.1558472874269779e-10,6.836893219319335e-12,7.249855701558564e-12,0.9024390243902439,2
09_06TG_tms_43MSO_real.hdf,30,True,75.14378594648667,77.14428607151785,8.906822974266863e-09,8.907222684008264e-09,3.155243251687349e-08,"[77.14428607151785, 100.1500375093774, 112.15303825956494]","[75.14378594648667, 97.14928732183046, 110.15253813453364]","[8.906822974266863e-09, 4.943052467575337e-10, 4.590334919909493e-10]","[3.155243251687349e-08, 1.6835509801966869e-09, 7.51476640966825e-10]",1.382409022175845e-10,6.579846526989963e-12,8.777403712706303e-12,0.8780487804878049,3
09_06TG_tms_43MSO_real.hdf,31,True,209.1772943235809,210.9777444361091,7.20480970219641e-10,7.202994402079855e-10,1.507480895622561e-09,"[132.15803950987754, 195.77394348587154, 210.9777444361091, 226.18154538634667, 261.5903975993999]","[130.9577394348587, 193.77344336084025, 209.1772943235809, 224.58114528632166, 259.7899474868717]","[2.9965784853971547e-10, 3.517168503778146e-10, 7.20480970219641e-10, 2.73260716723278e-10, 5.738870066846823e-10]","[3.380475318163096e-10, 5.456439592206816e-10, 1.507480895622561e-09, 2.1996465020331956e-10, 1.1002869604118944e-09]",1.386314260067503e-10,7.826726624784566e-12,8.72031329213105e-12,0.5121951219512195,5
09_06TG_tms_43MSO_real.hdf,32,True,77.94448612153042,85.34633658414612,2.2115953772793202e-08,2.2113155767019235e-08,8.02481667840905e-08,"[85.34633658414612, 98.1495373843461, 119.35483870967744, 129.75743935983996]","[77.94448612153042, 96.34908727181801, 116.5541385346337, 127.1567891972993]","[2.2115953772793202e-08, 2.94629671936839e-10, 4.600545086050306e-10, 4.867813952105736e-10]","[8.02481667840905e-08, 3.1258867979685774e-10, 1.012646174632798e-09, 1.009254576827624e-09]",1.3955522139467768e-10,7.461398944255294e-12,8.806254830028158e-12,1.0,4
09_06TG_tms_43MSO_real.hdf,33,False,,,,,,[],[],[],[],1.455977952339817e-10,7.971946903986694e-12,9.175056555333002e-12,0.0,0
09_06TG_tms_43MSO_real.hdf,34,True,77.34433608402105,84.34608652163047,2.573577485320682e-09,2.5718957562929366e-09,9.430085099707486e-09,"[84.34608652163047, 98.34958739684919, 109.95248812203056, 128.35708927231815, 172.5681420355089]","[77.34433608402105, 96.74918729682429, 102.55063765941486, 123.95598899724939, 170.76769192298082]","[2.573577485320682e-09, 2.6854528767483425e-10, 8.510019767886255e-10, 3.0267794088729344e-09, 6.674812322612832e-10]","[9.430085099707486e-09, 1.3111986003230866e-09, 4.047417807707799e-09, 9.645001806182032e-09, 1.651926367744067e-09]",1.383211546235356e-10,7.599685779496796e-12,8.714764589602586e-12,0.9024390243902439,5
09_06TG_tms_43MSO_real.hdf,35,True,86.34658664666165,90.54763690922732,4.85823623342409e-10,4.849262686954468e-10,1.3709512022056335e-09,"[90.54763690922732, 110.35258814703684, 121.55538884721182, 145.3613403350838]","[86.34658664666165, 103.55088772193051, 116.75418854713678, 142.76069017254315]","[4.85823623342409e-10, 1.0591469523007537e-08, 3.108078443716153e-09, 5.311182966086123e-10]","[1.3709512022056335e-09, 4.305455143875708e-08, 1.1169186519742062e-08, 1.1539167579348755e-09]",1.0786862772004648e-10,5.919445307294288e-12,6.796612160850146e-12,1.0,4
09_06TG_tms_43MSO_real.hdf,36,True,259.9899974993749,265.5913978494624,1.798523612447176e-09,1.7990680854114087e-09,7.304297443053199e-09,"[188.9722430607652, 223.580895223806, 265.5913978494624, 276.7941985496375]","[186.57164291072775, 221.7804451112778, 259.9899974993749, 269.3923480870218]","[5.176760006136275e-10, 4.679739400455033e-10, 1.798523612447176e-09, 1.527119874567399e-09]","[1.8883752925693396e-09, 8.647404902541219e-10, 7.304297443053199e-09, 4.632692304669847e-09]",1.2031150693634426e-10,6.988757267984499e-12,7.55484997789065e-12,0.9512195121951219,4
